pattern,Agreement,Expected Agreement,threhsold1_imp_agreement,threhsold2_imp_agreement,pattern_lift
"{(population_density_on_land_2010 362.0),(household_density_on_land_2010 109.6)}",0.64,0.00056288,362,109.6,1130.133849
"{(population_density_on_land_2010 355.4),(household_density_on_land_2010 108.0)}",0.65,0.000573206,355.4,108,1130.126135
"{(population_density_on_land_2010 362.0),(household_density_on_land_2010 108.0)}",0.64,0.00056293,362,108,1129.932883
"{(population_density_on_land_2010 369.0),(household_density_on_land_2010 109.6)}",0.62,0.000546569,369,109.6,1129.812078
"{(population_density_on_land_2010 369.0),(household_density_on_land_2010 108.0)}",0.62,0.000546618,369,108,1129.611169
"{(population_density_on_land_2010 373.0),(household_density_on_land_2010 109.6)}",0.61,0.00053612,373,109.6,1129.595647
"{(population_density_on_land_2010 373.0),(household_density_on_land_2010 108.0)}",0.61,0.000536168,373,108,1129.394777
"{(population_density_on_land_2010 378.0),(household_density_on_land_2010 109.6)}",0.59,0.000525594,378,109.6,1129.368934
"{(population_density_on_land_2010 378.0),(household_density_on_land_2010 108.0)}",0.59,0.000525641,378,108,1129.168104
"{(population_density_on_land_2010 386.0),(household_density_on_land_2010 109.6)}",0.56,0.000497457,386,109.6,1128.715809
"{(population_density_on_land_2010 386.0),(household_density_on_land_2010 108.0)}",0.56,0.000497502,386,108,1128.515095
"{(population_density_on_land_2010 393.0),(household_density_on_land_2010 109.6)}",0.55,0.000486875,393,109.6,1128.450619
"{(population_density_on_land_2010 409.0),(household_density_on_land_2010 109.6)}",0.54,0.000481847,409,109.6,1128.320556
"{(population_density_on_land_2010 393.0),(household_density_on_land_2010 108.0)}",0.55,0.000486918,393,108,1128.249952
"{(population_density_on_land_2010 409.0),(household_density_on_land_2010 108.0)}",0.54,0.00048189,409,108,1128.119912
"{(population_density_on_land_2010 248.0),(household_density_on_land_2010 109.6)}",0.97,0.000865825,248,109.6,1121.473868
"{(population_density_on_land_2010 253.8),(household_density_on_land_2010 109.6)}",0.97,0.000865825,253.8,109.6,1121.473868
"{(population_density_on_land_2010 261.0),(household_density_on_land_2010 108.0)}",0.97,0.000860658,261,108,1121.445264
"{(population_density_on_land_2010 248.0),(household_density_on_land_2010 108.0)}",0.96,0.000865902,248,108,1108.059649
"{(population_density_on_land_2010 253.8),(household_density_on_land_2010 108.0)}",0.96,0.000865902,253.8,108,1108.059649
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 111.0)}",0.93,0.000903803,242.8,111,1028.990917
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 112.0)}",0.89,0.000867629,242.8,112,1028.990917
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 115.0)}",0.88,0.000852633,242.8,115,1028.990917
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 117.0)}",0.84,0.000813124,242.8,117,1028.990917
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 118.7)}",0.81,0.00078504,242.8,118.7,1028.990917
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 121.0)}",0.74,0.000722215,242.8,121,1028.990917
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 124.0)}",0.74,0.000722215,242.8,124,1028.990917
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 127.0)}",0.74,0.0007168,242.8,127,1028.990917
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 130.0)}",0.72,0.000695228,242.8,130,1028.990917
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 133.0)}",0.69,0.000667278,242.8,133,1028.990917
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 135.0)}",0.69,0.000667278,242.8,135,1028.990917
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 106.0)}",0.77,0.000761109,307,106,1017.149347
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 106.0)}",0.77,0.000761109,316,106,1017.149347
"{(population_density_on_land_2010 322.0),(household_density_on_land_2010 106.0)}",0.71,0.00069783,322,106,1017.149347
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 109.6)}",0.94,0.000920122,242.8,109.6,1016.702446
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 138.0)}",0.66,0.00065203,242.8,138,1014.260344
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 139.7)}",0.64,0.000629775,242.8,139.7,1013.948818
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 142.0)}",0.62,0.000612396,242.8,142,1013.689789
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 145.0)}",0.62,0.000612396,242.8,145,1013.689789
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 147.0)}",0.61,0.00059993,242.8,147,1013.494752
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 150.0)}",0.59,0.000584292,242.8,150,1013.238311
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 153.0)}",0.58,0.000572882,242.8,153,1013.042372
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 155.3)}",0.55,0.000543737,242.8,155.3,1012.504563
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 158.0)}",0.54,0.000530968,242.8,158,1012.250317
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 162.0)}",0.54,0.000530968,242.8,162,1012.250317
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 164.0)}",0.54,0.000530968,242.8,164,1012.250317
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 167.0)}",0.51,0.000503419,242.8,167,1011.657899
"{(population_density_on_land_2010 267.0),(household_density_on_land_2010 106.0)}",0.91,0.000909049,267,106,1005.43947
"{(population_density_on_land_2010 274.0),(household_density_on_land_2010 106.0)}",0.9,0.000893261,274,106,1005.331933
"{(population_density_on_land_2010 282.0),(household_density_on_land_2010 106.0)}",0.88,0.000870722,282,106,1005.171656
"{(population_density_on_land_2010 289.8),(household_density_on_land_2010 106.0)}",0.86,0.000859724,289.8,106,1005.090399
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 108.0)}",0.92,0.000920204,242.8,108,1004.89515
"{(population_density_on_land_2010 295.0),(household_density_on_land_2010 106.0)}",0.83,0.000825649,295,106,1004.824899
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 106.0)}",0.81,0.000802961,303,106,1004.635618
"{(population_density_on_land_2010 327.0),(household_density_on_land_2010 106.0)}",0.69,0.000692278,327,106,1003.080572
"{(population_density_on_land_2010 334.0),(household_density_on_land_2010 106.0)}",0.69,0.000686938,334,106,1003.016386
"{(population_density_on_land_2010 339.0),(household_density_on_land_2010 106.0)}",0.68,0.000674094,339,106,1002.857864
"{(population_density_on_land_2010 345.0),(household_density_on_land_2010 106.0)}",0.64,0.000635995,345,106,1002.349981
"{(population_density_on_land_2010 355.4),(household_density_on_land_2010 106.0)}",0.61,0.000608875,355.4,106,1001.949727
"{(population_density_on_land_2010 362.0),(household_density_on_land_2010 106.0)}",0.6,0.00059796,362,106,1001.778394
"{(population_density_on_land_2010 369.0),(household_density_on_land_2010 106.0)}",0.58,0.000580633,369,106,1001.493168
"{(population_density_on_land_2010 373.0),(household_density_on_land_2010 106.0)}",0.57,0.000569532,373,106,1001.301318
"{(population_density_on_land_2010 378.0),(household_density_on_land_2010 106.0)}",0.56,0.00055835,378,106,1001.100354
"{(population_density_on_land_2010 386.0),(household_density_on_land_2010 106.0)}",0.53,0.00052846,386,106,1000.521408
"{(population_density_on_land_2010 393.0),(household_density_on_land_2010 106.0)}",0.52,0.000517218,393,106,1000.286337
"{(population_density_on_land_2010 409.0),(household_density_on_land_2010 106.0)}",0.51,0.000511877,409,106,1000.171046
"{(population_density_on_land_2010 261.0),(household_density_on_land_2010 106.0)}",0.91,0.000914215,261,106,994.5617273
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 103.5)}",0.76,0.000770936,307,103.5,991.3830678
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 103.5)}",0.76,0.000770936,316,103.5,991.3830678
"{(population_density_on_land_2010 322.0),(household_density_on_land_2010 103.5)}",0.7,0.00070684,322,103.5,991.3830678
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 106.0)}",0.96,0.000977466,242.8,106,984.0678974
"{(population_density_on_land_2010 248.0),(household_density_on_land_2010 106.0)}",0.9,0.000919786,248,106,983.0276063
"{(population_density_on_land_2010 253.8),(household_density_on_land_2010 106.0)}",0.9,0.000919786,253.8,106,983.0276063
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 111.0)}",0.91,0.00092565,237,111,980.994037
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 112.0)}",0.87,0.000888601,237,112,980.994037
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 115.0)}",0.86,0.000873242,237,115,980.994037
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 117.0)}",0.82,0.000832778,237,117,980.994037
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 118.7)}",0.79,0.000804015,237,118.7,980.994037
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 121.0)}",0.73,0.000739672,237,121,980.994037
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 124.0)}",0.73,0.000739672,237,124,980.994037
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 127.0)}",0.72,0.000734125,237,127,980.994037
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 130.0)}",0.7,0.000712033,237,130,980.994037
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 133.0)}",0.67,0.000683407,237,133,980.994037
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 135.0)}",0.67,0.000683407,237,135,980.994037
"{(population_density_on_land_2010 267.0),(household_density_on_land_2010 103.5)}",0.9,0.000920787,267,103.5,980.0389187
"{(population_density_on_land_2010 274.0),(household_density_on_land_2010 103.5)}",0.89,0.000904795,274,103.5,979.9340985
"{(population_density_on_land_2010 282.0),(household_density_on_land_2010 103.5)}",0.86,0.000881964,282,103.5,979.7778709
"{(population_density_on_land_2010 289.8),(household_density_on_land_2010 103.5)}",0.85,0.000870824,289.8,103.5,979.6986663
"{(population_density_on_land_2010 295.0),(household_density_on_land_2010 103.5)}",0.82,0.00083631,295,103.5,979.4398735
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 103.5)}",0.8,0.000813329,303,103.5,979.2553748
"{(population_density_on_land_2010 327.0),(household_density_on_land_2010 103.5)}",0.69,0.000701217,327,103.5,977.7419114
"{(population_density_on_land_2010 334.0),(household_density_on_land_2010 103.5)}",0.68,0.000695807,334,103.5,977.6793467
"{(population_density_on_land_2010 339.0),(household_density_on_land_2010 103.5)}",0.67,0.000682797,339,103.5,977.5248296
"{(population_density_on_land_2010 345.0),(household_density_on_land_2010 103.5)}",0.63,0.000644207,345,103.5,977.0297761
"{(population_density_on_land_2010 355.4),(household_density_on_land_2010 103.5)}",0.6,0.000616737,355.4,103.5,976.639633
"{(population_density_on_land_2010 362.0),(household_density_on_land_2010 103.5)}",0.59,0.000605681,362,103.5,976.4726277
"{(population_density_on_land_2010 369.0),(household_density_on_land_2010 103.5)}",0.57,0.00058813,369,103.5,976.1946067
"{(population_density_on_land_2010 373.0),(household_density_on_land_2010 103.5)}",0.56,0.000576886,373,103.5,976.0076034
"{(population_density_on_land_2010 378.0),(household_density_on_land_2010 103.5)}",0.55,0.00056556,378,103.5,975.8117158
"{(population_density_on_land_2010 386.0),(household_density_on_land_2010 103.5)}",0.52,0.000535284,386,103.5,975.2473947
"{(population_density_on_land_2010 393.0),(household_density_on_land_2010 103.5)}",0.51,0.000523896,393,103.5,975.0182617
"{(population_density_on_land_2010 409.0),(household_density_on_land_2010 103.5)}",0.51,0.000518486,409,103.5,974.9058828
"{(population_density_on_land_2010 261.0),(household_density_on_land_2010 103.5)}",0.9,0.000926019,261,103.5,969.4998696
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 108.0)}",0.91,0.000942447,237,108,969.4121737
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 109.6)}",0.91,0.000942363,237,109.6,969.4116369
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 138.0)}",0.65,0.00066779,237,138,967.081762
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 139.7)}",0.62,0.000644998,237,139.7,966.784726
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 142.0)}",0.61,0.000627198,237,142,966.5377456
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 145.0)}",0.61,0.000627198,237,145,966.5377456
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 147.0)}",0.59,0.000614431,237,147,966.3517813
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 150.0)}",0.58,0.000598415,237,150,966.107269
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 153.0)}",0.57,0.000586729,237,153,965.9204436
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 155.3)}",0.54,0.00055688,237,155.3,965.4076514
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 158.0)}",0.52,0.000543802,237,158,965.1652317
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 162.0)}",0.52,0.000543802,237,162,965.1652317
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 164.0)}",0.52,0.000543802,237,164,965.1652317
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 111.0)}",0.9,0.000935857,230.8,111,959.7115674
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 112.0)}",0.86,0.0008984,230.8,112,959.7115674
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 115.0)}",0.85,0.000882871,230.8,115,959.7115674
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 117.0)}",0.81,0.000841961,230.8,117,959.7115674
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 118.7)}",0.78,0.000812881,230.8,118.7,959.7115674
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 121.0)}",0.72,0.000747828,230.8,121,959.7115674
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 124.0)}",0.72,0.000747828,230.8,124,959.7115674
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 127.0)}",0.71,0.000742221,230.8,127,959.7115674
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 130.0)}",0.69,0.000719884,230.8,130,959.7115674
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 133.0)}",0.66,0.000690943,230.8,133,959.7115674
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 135.0)}",0.66,0.000690943,230.8,135,959.7115674
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 103.5)}",0.95,0.000990087,242.8,103.5,959.3379207
"{(population_density_on_land_2010 248.0),(household_density_on_land_2010 103.5)}",0.89,0.000931662,248,103.5,958.3237725
"{(population_density_on_land_2010 253.8),(household_density_on_land_2010 103.5)}",0.89,0.000931662,253.8,103.5,958.3237725
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 106.0)}",0.95,0.001001093,237,106,949.2214425
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 108.0)}",0.9,0.000952839,230.8,108,948.4396408
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 109.6)}",0.9,0.000952754,230.8,109.6,948.4391156
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 99.3)}",0.75,0.000788618,307,99.3,947.4264888
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 102.0)}",0.75,0.000788618,307,102,947.4264888
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 99.3)}",0.75,0.000788618,316,99.3,947.4264888
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 102.0)}",0.75,0.000788618,316,102,947.4264888
"{(population_density_on_land_2010 322.0),(household_density_on_land_2010 99.3)}",0.69,0.000723052,322,99.3,947.4264888
"{(population_density_on_land_2010 322.0),(household_density_on_land_2010 102.0)}",0.69,0.000723052,322,102,947.4264888
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 138.0)}",0.64,0.000675154,230.8,138,946.1590432
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 139.7)}",0.62,0.00065211,230.8,139.7,945.8684335
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 142.0)}",0.6,0.000634114,230.8,142,945.6267965
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 145.0)}",0.6,0.000634114,230.8,145,945.6267965
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 147.0)}",0.59,0.000621206,230.8,147,945.4448555
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 150.0)}",0.57,0.000605014,230.8,150,945.2056333
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 153.0)}",0.56,0.000593199,230.8,153,945.0228498
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 155.3)}",0.53,0.000563021,230.8,155.3,944.5211518
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 158.0)}",0.52,0.000549798,230.8,158,944.2839768
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 162.0)}",0.52,0.000549798,230.8,162,944.2839768
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 164.0)}",0.52,0.000549798,230.8,164,944.2839768
"{(population_density_on_land_2010 261.0),(household_density_on_land_2010 99.3)}",0.89,0.000947257,261,99.3,936.7320339
"{(population_density_on_land_2010 261.0),(household_density_on_land_2010 102.0)}",0.89,0.000947257,261,102,936.7320339
"{(population_density_on_land_2010 267.0),(household_density_on_land_2010 99.3)}",0.88,0.000941905,267,99.3,936.7000067
"{(population_density_on_land_2010 267.0),(household_density_on_land_2010 102.0)}",0.88,0.000941905,267,102,936.7000067
"{(population_density_on_land_2010 274.0),(household_density_on_land_2010 99.3)}",0.87,0.000925546,274,99.3,936.5998219
"{(population_density_on_land_2010 274.0),(household_density_on_land_2010 102.0)}",0.87,0.000925546,274,102,936.5998219
"{(population_density_on_land_2010 282.0),(household_density_on_land_2010 99.3)}",0.84,0.000902192,282,99.3,936.4505029
"{(population_density_on_land_2010 282.0),(household_density_on_land_2010 102.0)}",0.84,0.000902192,282,102,936.4505029
"{(population_density_on_land_2010 289.8),(household_density_on_land_2010 99.3)}",0.83,0.000890797,289.8,99.3,936.3748008
"{(population_density_on_land_2010 289.8),(household_density_on_land_2010 102.0)}",0.83,0.000890797,289.8,102,936.3748008
"{(population_density_on_land_2010 295.0),(household_density_on_land_2010 99.3)}",0.8,0.000855491,295,99.3,936.1274522
"{(population_density_on_land_2010 295.0),(household_density_on_land_2010 102.0)}",0.8,0.000855491,295,102,936.1274522
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 99.3)}",0.78,0.000831982,303,99.3,935.9511124
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 102.0)}",0.78,0.000831982,303,102,935.9511124
"{(population_density_on_land_2010 327.0),(household_density_on_land_2010 99.3)}",0.67,0.000717299,327,99.3,934.5083909
"{(population_density_on_land_2010 327.0),(household_density_on_land_2010 102.0)}",0.67,0.000717299,327,102,934.5083909
"{(population_density_on_land_2010 334.0),(household_density_on_land_2010 99.3)}",0.67,0.000711765,334,99.3,934.4485927
"{(population_density_on_land_2010 334.0),(household_density_on_land_2010 102.0)}",0.67,0.000711765,334,102,934.4485927
"{(population_density_on_land_2010 339.0),(household_density_on_land_2010 99.3)}",0.65,0.000698457,339,99.3,934.300908
"{(population_density_on_land_2010 339.0),(household_density_on_land_2010 102.0)}",0.65,0.000698457,339,102,934.300908
"{(population_density_on_land_2010 345.0),(household_density_on_land_2010 99.3)}",0.62,0.000658982,345,99.3,933.8277446
"{(population_density_on_land_2010 345.0),(household_density_on_land_2010 102.0)}",0.62,0.000658982,345,102,933.8277446
"{(population_density_on_land_2010 355.4),(household_density_on_land_2010 99.3)}",0.59,0.000630882,355.4,99.3,933.4548527
"{(population_density_on_land_2010 355.4),(household_density_on_land_2010 102.0)}",0.59,0.000630882,355.4,102,933.4548527
"{(population_density_on_land_2010 362.0),(household_density_on_land_2010 99.3)}",0.58,0.000619572,362,99.3,933.295232
"{(population_density_on_land_2010 362.0),(household_density_on_land_2010 102.0)}",0.58,0.000619572,362,102,933.295232
"{(population_density_on_land_2010 369.0),(household_density_on_land_2010 99.3)}",0.56,0.000601619,369,99.3,933.0295045
"{(population_density_on_land_2010 369.0),(household_density_on_land_2010 102.0)}",0.56,0.000601619,369,102,933.0295045
"{(population_density_on_land_2010 373.0),(household_density_on_land_2010 99.3)}",0.55,0.000590117,373,99.3,932.85077
"{(population_density_on_land_2010 373.0),(household_density_on_land_2010 102.0)}",0.55,0.000590117,373,102,932.85077
"{(population_density_on_land_2010 378.0),(household_density_on_land_2010 99.3)}",0.54,0.000578531,378,99.3,932.6635441
"{(population_density_on_land_2010 378.0),(household_density_on_land_2010 102.0)}",0.54,0.000578531,378,102,932.6635441
"{(population_density_on_land_2010 386.0),(household_density_on_land_2010 99.3)}",0.51,0.00054756,386,99.3,932.124176
"{(population_density_on_land_2010 386.0),(household_density_on_land_2010 102.0)}",0.51,0.00054756,386,102,932.124176
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 106.0)}",0.94,0.001012132,230.8,106,928.7908381
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 99.3)}",0.94,0.001012795,242.8,99.3,926.6854132
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 102.0)}",0.94,0.001012795,242.8,102,926.6854132
"{(population_density_on_land_2010 248.0),(household_density_on_land_2010 99.3)}",0.88,0.000953029,248,99.3,926.0216386
"{(population_density_on_land_2010 248.0),(household_density_on_land_2010 102.0)}",0.88,0.000953029,248,102,926.0216386
"{(population_density_on_land_2010 253.8),(household_density_on_land_2010 99.3)}",0.88,0.000953029,253.8,99.3,926.0216386
"{(population_density_on_land_2010 253.8),(household_density_on_land_2010 102.0)}",0.88,0.000953029,253.8,102,926.0216386
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 103.5)}",0.94,0.001014019,237,103.5,925.5734332
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 99.3)}",0.95,0.001037275,237,99.3,915.7758274
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 102.0)}",0.95,0.001037275,237,102,915.7758274
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 103.5)}",0.93,0.001025201,230.8,103.5,905.7716253
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 111.0)}",0.87,0.000967775,227,111,897.4512598
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 112.0)}",0.83,0.00092904,227,112,897.4512598
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 115.0)}",0.82,0.000912982,227,115,897.4512598
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 117.0)}",0.78,0.000870677,227,117,897.4512598
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 118.7)}",0.75,0.000840605,227,118.7,897.4512598
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 121.0)}",0.69,0.000773334,227,121,897.4512598
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 124.0)}",0.69,0.000773334,227,124,897.4512598
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 127.0)}",0.69,0.000767535,227,127,897.4512598
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 130.0)}",0.67,0.000744437,227,130,897.4512598
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 133.0)}",0.64,0.000714508,227,133,897.4512598
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 135.0)}",0.64,0.000714508,227,135,897.4512598
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 99.3)}",0.94,0.001048714,230.8,99.3,896.2360163
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 102.0)}",0.94,0.001048714,230.8,102,896.2360163
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 108.0)}",0.87,0.000985336,227,108,887.0747208
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 109.6)}",0.87,0.000985248,227,109.6,887.0742296
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 138.0)}",0.62,0.000698181,227,138,884.9399936
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 139.7)}",0.6,0.000674351,227,139.7,884.6681872
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 142.0)}",0.58,0.000655741,227,142,884.4421848
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 145.0)}",0.58,0.000655741,227,145,884.4421848
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 147.0)}",0.57,0.000642393,227,147,884.2720158
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 150.0)}",0.55,0.000625648,227,150,884.0482719
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 153.0)}",0.54,0.00061343,227,153,883.877315
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 155.3)}",0.51,0.000582223,227,155.3,883.4080782
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 158.0)}",0.5,0.00056855,227,158,883.1862491
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 162.0)}",0.5,0.00056855,227,162,883.1862491
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 164.0)}",0.5,0.00056855,227,164,883.1862491
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 106.0)}",0.91,0.001046652,227,106,868.9914689
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 111.0)}",0.84,0.000988904,215,111,848.9383698
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 111.0)}",0.84,0.000988904,221,111,848.9383698
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 112.0)}",0.81,0.000949324,215,112,848.7001052
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 112.0)}",0.81,0.000949324,221,112,848.7001052
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 115.0)}",0.79,0.000932915,215,115,848.5954008
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 115.0)}",0.79,0.000932915,221,115,848.5954008
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 117.0)}",0.75,0.000889686,215,117,848.3010623
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 117.0)}",0.75,0.000889686,221,117,848.3010623
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 118.7)}",0.73,0.000858958,215,118.7,848.0738251
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 118.7)}",0.73,0.000858958,221,118.7,848.0738251
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 103.5)}",0.9,0.001060166,227,103.5,847.7899986
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 121.0)}",0.67,0.000790218,215,121,847.5015014
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 124.0)}",0.67,0.000790218,215,124,847.5015014
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 121.0)}",0.67,0.000790218,221,121,847.5015014
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 124.0)}",0.67,0.000790218,221,124,847.5015014
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 127.0)}",0.66,0.000784292,215,127,847.4474704
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 127.0)}",0.66,0.000784292,221,127,847.4474704
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 130.0)}",0.64,0.00076069,215,130,847.2238973
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 130.0)}",0.64,0.00076069,221,130,847.2238973
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 142.0)}",0.57,0.000670058,215,142,847.1485596
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 145.0)}",0.57,0.000670058,215,145,847.1485596
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 142.0)}",0.57,0.000670058,221,142,847.1485596
